,pl_name,hostname,pl_rade,st_mass,sy_pnum
764,Kepler-197 simulated 0,Kepler-197 simulated 172,0.8465925948613543,0.86,5
765,Kepler-100 simulated 173,Kepler-100 simulated 173,1.32,1.08,5
766,Kepler-100 simulated 173,Kepler-100 simulated 173,2.2,1.08,5
767,Kepler-100 simulated 173,Kepler-100 simulated 173,1.61,1.08,5
768,Kepler-100 simulated 0,Kepler-100 simulated 173,1.2412002152939194,1.08,5
769,Kepler-100 simulated 1,Kepler-100 simulated 173,1.2568942140448445,1.08,5
770,Kepler-138 simulated 174,Kepler-138 simulated 174,0.64,0.54,5
771,Kepler-138 simulated 174,Kepler-138 simulated 174,1.51,0.54,5
772,Kepler-138 simulated 174,Kepler-138 simulated 174,1.51,0.54,5
773,Kepler-138 simulated 174,Kepler-138 simulated 174,0.797,0.54,5
774,Kepler-138 simulated 0,Kepler-138 simulated 174,1.6687912341491622,0.54,5
775,Kepler-968 simulated 175,Kepler-968 simulated 175,2.58,0.76,5
776,Kepler-968 simulated 175,Kepler-968 simulated 175,2.0,0.76,5
777,Kepler-968 simulated 175,Kepler-968 simulated 175,1.69,0.76,5
778,Kepler-968 simulated 0,Kepler-968 simulated 175,1.6090614987644707,0.76,5
779,Kepler-968 simulated 1,Kepler-968 simulated 175,1.111680919855806,0.76,5
780,Kepler-52 simulated 176,Kepler-52 simulated 176,2.1,0.54,5
781,Kepler-52 simulated 176,Kepler-52 simulated 176,1.84,0.54,5
782,Kepler-52 simulated 176,Kepler-52 simulated 176,1.95,0.54,5
783,Kepler-52 simulated 0,Kepler-52 simulated 176,1.8616962007706945,0.54,5
784,Kepler-52 simulated 1,Kepler-52 simulated 176,2.5359342581291555,0.54,5
785,Kepler-23 simulated 177,Kepler-23 simulated 177,1.638,1.08,5
786,Kepler-23 simulated 177,Kepler-23 simulated 177,3.005,1.08,5
787,Kepler-23 simulated 177,Kepler-23 simulated 177,2.206,1.08,5
788,Kepler-23 simulated 0,Kepler-23 simulated 177,3.2211664188903826,1.08,5
789,Kepler-23 simulated 1,Kepler-23 simulated 177,3.906547629064787,1.08,5
790,GJ 357 simulated 178,GJ 357 simulated 178,1.2,0.34,5
791,GJ 357 simulated 178,GJ 357 simulated 178,1.66,0.34,5
792,GJ 357 simulated 178,GJ 357 simulated 178,2.34,0.34,5
793,GJ 357 simulated 0,GJ 357 simulated 178,3.8291043801858105,0.34,5
794,GJ 357 simulated 1,GJ 357 simulated 178,4.0,0.34,5
795,Kepler-267 simulated 179,Kepler-267 simulated 179,1.98,0.54,5
796,Kepler-267 simulated 179,Kepler-267 simulated 179,2.13,0.54,5
797,Kepler-267 simulated 179,Kepler-267 simulated 179,2.27,0.54,5
798,Kepler-267 simulated 0,Kepler-267 simulated 179,2.270388752542586,0.54,5
799,Kepler-267 simulated 1,Kepler-267 simulated 179,1.9413268116251683,0.54,5
800,K2-233 simulated 180,K2-233 simulated 180,1.343,0.79,5
801,K2-233 simulated 180,K2-233 simulated 180,1.281,0.79,5
802,K2-233 simulated 180,K2-233 simulated 180,2.358,0.79,5
803,K2-233 simulated 0,K2-233 simulated 180,3.6257865099880564,0.79,5
804,K2-233 simulated 1,K2-233 simulated 180,1.2196639865318932,0.79,5
805,Kepler-174 simulated 181,Kepler-174 simulated 181,1.96,0.6,5
806,Kepler-174 simulated 181,Kepler-174 simulated 181,1.49,0.6,5
807,Kepler-174 simulated 181,Kepler-174 simulated 181,2.19,0.6,5
808,Kepler-174 simulated 0,Kepler-174 simulated 181,3.5959403821526,0.6,5
809,Kepler-174 simulated 1,Kepler-174 simulated 181,3.5748619655376617,0.6,5
810,Kepler-352 simulated 182,Kepler-352 simulated 182,0.86,0.83,5
811,Kepler-352 simulated 182,Kepler-352 simulated 182,1.24,0.83,5
812,Kepler-352 simulated 182,Kepler-352 simulated 182,0.806,0.83,5
813,Kepler-352 simulated 0,Kepler-352 simulated 182,1.2909536186600241,0.83,5
814,Kepler-352 simulated 1,Kepler-352 simulated 182,1.7844541747137808,0.83,5
815,K2-16 simulated 183,K2-16 simulated 183,1.03,0.68,5
816,K2-16 simulated 183,K2-16 simulated 183,2.02,0.68,5
817,K2-16 simulated 183,K2-16 simulated 183,2.54,0.68,5
818,K2-16 simulated 0,K2-16 simulated 183,4.0,0.68,5
819,K2-16 simulated 1,K2-16 simulated 183,2.741894858471344,0.68,5
820,Kepler-354 simulated 184,Kepler-354 simulated 184,1.84,0.65,5
821,Kepler-354 simulated 184,Kepler-354 simulated 184,1.31,0.65,5
822,Kepler-354 simulated 184,Kepler-354 simulated 184,1.24,0.65,5
823,Kepler-354 simulated 0,Kepler-354 simulated 184,1.3630005298596926,0.65,5
824,Kepler-354 simulated 1,Kepler-354 simulated 184,1.109117874512088,0.65,5
825,Kepler-416 simulated 185,Kepler-416 simulated 185,2.48,1.0,5
826,Kepler-416 simulated 185,Kepler-416 simulated 185,2.45,1.0,5
827,Kepler-416 simulated 185,Kepler-416 simulated 185,1.61,1.0,5
828,Kepler-416 simulated 0,Kepler-416 simulated 185,3.5042230152927565,1.0,5
829,Kepler-416 simulated 1,Kepler-416 simulated 185,1.6657216466083073,1.0,5
830,K2-165 simulated 186,K2-165 simulated 186,1.274,0.83,5
831,K2-165 simulated 186,K2-165 simulated 186,1.554,0.83,5
832,K2-165 simulated 186,K2-165 simulated 186,2.648,0.83,5
833,K2-165 simulated 0,K2-165 simulated 186,4.0,0.83,5
834,K2-165 simulated 1,K2-165 simulated 186,4.0,0.83,5
835,Kepler-191 simulated 187,Kepler-191 simulated 187,1.34,0.81,5
836,Kepler-191 simulated 187,Kepler-191 simulated 187,1.86,0.81,5
837,Kepler-191 simulated 187,Kepler-191 simulated 187,2.28,0.81,5
838,Kepler-191 simulated 0,Kepler-191 simulated 187,3.025419450489557,0.81,5
839,Kepler-191 simulated 1,Kepler-191 simulated 187,3.8760776967961306,0.81,5
840,K2-148 simulated 188,K2-148 simulated 188,1.33,0.65,5
841,K2-148 simulated 188,K2-148 simulated 188,1.73,0.65,5
842,K2-148 simulated 188,K2-148 simulated 188,1.64,0.65,5
843,K2-148 simulated 0,K2-148 simulated 188,1.1620182747740526,0.65,5
844,K2-148 simulated 1,K2-148 simulated 188,1.5498465454822423,0.65,5
845,Kepler-1130 simulated 189,Kepler-1130 simulated 189,0.8,0.94,5
846,Kepler-1130 simulated 189,Kepler-1130 simulated 189,0.792,0.94,5
847,Kepler-1130 simulated 189,Kepler-1130 simulated 189,0.645,0.94,5
848,Kepler-1130 simulated 0,Kepler-1130 simulated 189,0.8407209089947135,0.94,5
849,Kepler-1130 simulated 1,Kepler-1130 simulated 189,0.8387716063076229,0.94,5
850,Kepler-23 simulated 190,Kepler-23 simulated 190,1.638,1.08,5
851,Kepler-23 simulated 190,Kepler-23 simulated 190,3.005,1.08,5
852,Kepler-23 simulated 190,Kepler-23 simulated 190,2.206,1.08,5
853,Kepler-23 simulated 0,Kepler-23 simulated 190,2.9649823904447263,1.08,5
854,Kepler-23 simulated 1,Kepler-23 simulated 190,2.6969756400919103,1.08,5
855,Kepler-332 simulated 191,Kepler-332 simulated 191,1.17,0.8,5
856,Kepler-332 simulated 191,Kepler-332 simulated 191,1.09,0.8,5
857,Kepler-332 simulated 191,Kepler-332 simulated 191,1.18,0.8,5
858,Kepler-332 simulated 0,Kepler-332 simulated 191,1.624165502450136,0.8,5
859,Kepler-332 simulated 1,Kepler-332 simulated 191,2.0157601945455816,0.8,5
860,Kepler-446 simulated 192,Kepler-446 simulated 192,1.5,0.22,5
861,Kepler-446 simulated 192,Kepler-446 simulated 192,1.11,0.22,5
862,Kepler-446 simulated 192,Kepler-446 simulated 192,1.35,0.22,5
863,Kepler-446 simulated 0,Kepler-446 simulated 192,0.9929731984665316,0.22,5
864,Kepler-446 simulated 1,Kepler-446 simulated 192,1.1221026766364082,0.22,5
865,Kepler-253 simulated 193,Kepler-253 simulated 193,1.63,0.85,5
866,Kepler-253 simulated 193,Kepler-253 simulated 193,2.65,0.85,5
867,Kepler-253 simulated 193,Kepler-253 simulated 193,3.17,0.85,5
868,Kepler-253 simulated 0,Kepler-253 simulated 193,4.0,0.85,5
869,Kepler-253 simulated 1,Kepler-253 simulated 193,4.0,0.85,5
870,K2-187 simulated 194,K2-187 simulated 194,1.2,0.97,5
871,K2-187 simulated 194,K2-187 simulated 194,1.4,0.97,5
872,K2-187 simulated 194,K2-187 simulated 194,2.4,0.97,5
873,K2-187 simulated 194,K2-187 simulated 194,1.9,0.97,5
874,K2-187 simulated 0,K2-187 simulated 194,1.6750520588496514,0.97,5
875,Kepler-65 simulated 195,Kepler-65 simulated 195,1.42,1.25,5
876,Kepler-65 simulated 195,Kepler-65 simulated 195,2.58,1.25,5
877,Kepler-65 simulated 195,Kepler-65 simulated 195,1.52,1.25,5
878,Kepler-65 simulated 0,Kepler-65 simulated 195,2.0423472976467916,1.25,5
879,Kepler-65 simulated 1,Kepler-65 simulated 195,1.9186739231796766,1.25,5
880,HD 42813 simulated 196,HD 42813 simulated 196,3.426,0.89,5
881,HD 42813 simulated 196,HD 42813 simulated 196,1.58,0.89,5
882,HD 42813 simulated 196,HD 42813 simulated 196,1.37,0.89,5
883,HD 42813 simulated 0,HD 42813 simulated 196,2.509224423399415,0.89,5
884,HD 42813 simulated 1,HD 42813 simulated 196,1.8826573472069545,0.89,5
885,K2-133 simulated 197,K2-133 simulated 197,1.34,0.46,5
886,K2-133 simulated 197,K2-133 simulated 197,1.603,0.46,5
887,K2-133 simulated 197,K2-133 simulated 197,2.003,0.46,5
888,K2-133 simulated 197,K2-133 simulated 197,1.73,0.46,5
889,K2-133 simulated 0,K2-133 simulated 197,3.6048837501388706,0.46,5
890,HD 22946 simulated 198,HD 22946 simulated 198,2.607,1.1,5
891,HD 22946 simulated 198,HD 22946 simulated 198,1.362,1.1,5
892,HD 22946 simulated 198,HD 22946 simulated 198,2.328,1.1,5
893,HD 22946 simulated 0,HD 22946 simulated 198,3.7704051814147737,1.1,5
894,HD 22946 simulated 1,HD 22946 simulated 198,3.6413332572533483,1.1,5
895,Kepler-282 simulated 199,Kepler-282 simulated 199,1.01,0.88,5
896,Kepler-282 simulated 199,Kepler-282 simulated 199,1.2,0.88,5
897,Kepler-282 simulated 199,Kepler-282 simulated 199,2.46,0.88,5
898,Kepler-282 simulated 199,Kepler-282 simulated 199,3.1,0.88,5
899,Kepler-282 simulated 0,Kepler-282 simulated 199,4.0,0.88,5
900,HD 164922 simulated 200,HD 164922 simulated 200,3.66,0.93,5
901,HD 164922 simulated 200,HD 164922 simulated 200,1.83,0.93,5
902,HD 164922 simulated 200,HD 164922 simulated 200,3.23,0.93,5
903,HD 164922 simulated 0,HD 164922 simulated 200,3.555585369423429,0.93,5
904,HD 164922 simulated 1,HD 164922 simulated 200,2.6601493359703645,0.93,5
905,Kepler-58 simulated 201,Kepler-58 simulated 201,2.78,0.985,5
906,Kepler-58 simulated 201,Kepler-58 simulated 201,2.86,0.985,5
907,Kepler-58 simulated 201,Kepler-58 simulated 201,2.94,0.985,5
908,Kepler-58 simulated 201,Kepler-58 simulated 201,1.61,0.985,5
909,Kepler-58 simulated 0,Kepler-58 simulated 201,2.1401991426334535,0.985,5
910,Kepler-339 simulated 202,Kepler-339 simulated 202,1.42,0.93,5
911,Kepler-339 simulated 202,Kepler-339 simulated 202,1.15,0.93,5
912,Kepler-339 simulated 202,Kepler-339 simulated 202,1.17,0.93,5
913,Kepler-339 simulated 0,Kepler-339 simulated 202,1.453269198552652,0.93,5
914,Kepler-339 simulated 1,Kepler-339 simulated 202,1.3409007979692609,0.93,5
915,Kepler-54 simulated 203,Kepler-54 simulated 203,2.1,0.51,5
916,Kepler-54 simulated 203,Kepler-54 simulated 203,1.23,0.51,5
917,Kepler-54 simulated 203,Kepler-54 simulated 203,1.53,0.51,5
918,Kepler-54 simulated 0,Kepler-54 simulated 203,1.7313605586415444,0.51,5
919,Kepler-54 simulated 1,Kepler-54 simulated 203,2.544186612641754,0.51,5
920,K2-72 simulated 204,K2-72 simulated 204,1.08,0.27,5
921,K2-72 simulated 204,K2-72 simulated 204,1.16,0.27,5
922,K2-72 simulated 204,K2-72 simulated 204,1.01,0.27,5
923,K2-72 simulated 204,K2-72 simulated 204,1.29,0.27,5
924,K2-72 simulated 0,K2-72 simulated 204,1.5100270846753159,0.27,5
925,GJ 3138 simulated 205,GJ 3138 simulated 205,1.18,0.68,5
926,GJ 3138 simulated 205,GJ 3138 simulated 205,1.88,0.68,5
927,GJ 3138 simulated 205,GJ 3138 simulated 205,3.23,0.68,5
928,GJ 3138 simulated 0,GJ 3138 simulated 205,3.411650245226666,0.68,5
929,GJ 3138 simulated 1,GJ 3138 simulated 205,1.9452764223569572,0.68,5
930,Kepler-139 simulated 206,Kepler-139 simulated 206,2.94,1.08,5
931,Kepler-139 simulated 206,Kepler-139 simulated 206,3.38,1.08,5
932,Kepler-139 simulated 206,Kepler-139 simulated 206,1.695,1.08,5
933,Kepler-139 simulated 0,Kepler-139 simulated 206,1.365877882665708,1.08,5
934,Kepler-139 simulated 1,Kepler-139 simulated 206,1.2544861371900227,1.08,5
935,Kepler-354 simulated 207,Kepler-354 simulated 207,1.84,0.65,5
936,Kepler-354 simulated 207,Kepler-354 simulated 207,1.31,0.65,5
937,Kepler-354 simulated 207,Kepler-354 simulated 207,1.24,0.65,5
938,Kepler-354 simulated 0,Kepler-354 simulated 207,0.67565726993437,0.65,5
939,Kepler-354 simulated 1,Kepler-354 simulated 207,0.8710388448163638,0.65,5
940,Kepler-446 simulated 208,Kepler-446 simulated 208,1.5,0.22,5
941,Kepler-446 simulated 208,Kepler-446 simulated 208,1.11,0.22,5
942,Kepler-446 simulated 208,Kepler-446 simulated 208,1.35,0.22,5
943,Kepler-446 simulated 0,Kepler-446 simulated 208,1.1830784121129596,0.22,5
944,Kepler-446 simulated 1,Kepler-446 simulated 208,1.6625225883626666,0.22,5
945,TOI-125 simulated 209,TOI-125 simulated 209,2.726,0.86,5
946,TOI-125 simulated 209,TOI-125 simulated 209,2.759,0.86,5
947,TOI-125 simulated 209,TOI-125 simulated 209,2.93,0.86,5
948,TOI-125 simulated 0,TOI-125 simulated 209,3.297430697531622,0.86,5
949,TOI-125 simulated 1,TOI-125 simulated 209,3.348968364265373,0.86,5
950,K2-187 simulated 210,K2-187 simulated 210,1.2,0.97,5
951,K2-187 simulated 210,K2-187 simulated 210,1.4,0.97,5
952,K2-187 simulated 210,K2-187 simulated 210,2.4,0.97,5
953,K2-187 simulated 210,K2-187 simulated 210,1.9,0.97,5
954,K2-187 simulated 0,K2-187 simulated 210,4.0,0.97,5
955,Kepler-372 simulated 211,Kepler-372 simulated 211,1.36,1.15,5
956,Kepler-372 simulated 211,Kepler-372 simulated 211,2.09,1.15,5
957,Kepler-372 simulated 211,Kepler-372 simulated 211,1.69,1.15,5
958,Kepler-372 simulated 0,Kepler-372 simulated 211,2.9564080391990912,1.15,5
959,Kepler-372 simulated 1,Kepler-372 simulated 211,4.0,1.15,5
960,TOI-270 simulated 212,TOI-270 simulated 212,1.206,0.39,5
961,TOI-270 simulated 212,TOI-270 simulated 212,2.355,0.39,5
962,TOI-270 simulated 212,TOI-270 simulated 212,2.133,0.39,5
963,TOI-270 simulated 0,TOI-270 simulated 212,2.8185757509474882,0.39,5
964,TOI-270 simulated 1,TOI-270 simulated 212,2.2344299628816566,0.39,5
965,Kepler-26 simulated 213,Kepler-26 simulated 213,2.78,0.5800000000000001,5
966,Kepler-26 simulated 213,Kepler-26 simulated 213,2.72,0.5800000000000001,5
967,Kepler-26 simulated 213,Kepler-26 simulated 213,1.07,0.5800000000000001,5
968,Kepler-26 simulated 213,Kepler-26 simulated 213,2.41,0.5800000000000001,5
969,Kepler-26 simulated 0,Kepler-26 simulated 213,1.7351501475512816,0.5800000000000001,5
970,Kepler-79 simulated 214,Kepler-79 simulated 214,3.47,1.17,5
971,Kepler-79 simulated 214,Kepler-79 simulated 214,3.72,1.17,5
972,Kepler-79 simulated 214,Kepler-79 simulated 214,3.49,1.17,5
973,Kepler-79 simulated 0,Kepler-79 simulated 214,4.0,1.17,5
974,Kepler-79 simulated 1,Kepler-79 simulated 214,4.0,1.17,5
975,HD 215152 simulated 215,HD 215152 simulated 215,1.19,0.77,5
976,HD 215152 simulated 215,HD 215152 simulated 215,1.17,0.77,5
977,HD 215152 simulated 215,HD 215152 simulated 215,1.48,0.77,5
978,HD 215152 simulated 215,HD 215152 simulated 215,1.51,0.77,5
979,HD 215152 simulated 0,HD 215152 simulated 215,0.8292110371819226,0.77,5
980,Kepler-399 simulated 216,Kepler-399 simulated 216,0.96,0.9,5
981,Kepler-399 simulated 216,Kepler-399 simulated 216,1.43,0.9,5
982,Kepler-399 simulated 216,Kepler-399 simulated 216,1.89,0.9,5
983,Kepler-399 simulated 0,Kepler-399 simulated 216,2.401526037264462,0.9,5
984,Kepler-399 simulated 1,Kepler-399 simulated 216,2.3887646793844164,0.9,5
985,Kepler-265 simulated 217,Kepler-265 simulated 217,1.86,0.98,5
986,Kepler-265 simulated 217,Kepler-265 simulated 217,2.63,0.98,5
987,Kepler-265 simulated 217,Kepler-265 simulated 217,2.49,0.98,5
988,Kepler-265 simulated 217,Kepler-265 simulated 217,2.59,0.98,5
989,Kepler-265 simulated 0,Kepler-265 simulated 217,3.233327721739947,0.98,5
990,Kepler-102 simulated 218,Kepler-102 simulated 218,0.567,0.8,5
991,Kepler-102 simulated 218,Kepler-102 simulated 218,1.154,0.8,5
992,Kepler-102 simulated 218,Kepler-102 simulated 218,2.17,0.8,5
993,Kepler-102 simulated 218,Kepler-102 simulated 218,0.861,0.8,5
994,Kepler-102 simulated 0,Kepler-102 simulated 218,1.8527933461626904,0.8,5
995,Kepler-192 simulated 219,Kepler-192 simulated 219,2.74,0.94,5
996,Kepler-192 simulated 219,Kepler-192 simulated 219,2.79,0.94,5
997,Kepler-192 simulated 219,Kepler-192 simulated 219,1.02,0.94,5
998,Kepler-192 simulated 0,Kepler-192 simulated 219,0.7289060375141598,0.94,5
999,Kepler-192 simulated 1,Kepler-192 simulated 219,0.694052681293887,0.94,5
1000,HD 42813 simulated 220,HD 42813 simulated 220,3.426,0.89,5
1001,HD 42813 simulated 220,HD 42813 simulated 220,1.58,0.89,5
1002,HD 42813 simulated 220,HD 42813 simulated 220,1.37,0.89,5
1003,HD 42813 simulated 0,HD 42813 simulated 220,1.1051958570429137,0.89,5
1004,HD 42813 simulated 1,HD 42813 simulated 220,1.0493509720610015,0.89,5
1005,Kepler-385 simulated 221,Kepler-385 simulated 221,2.73,1.12,5
1006,Kepler-385 simulated 221,Kepler-385 simulated 221,3.04,1.12,5
1007,Kepler-385 simulated 221,Kepler-385 simulated 221,2.619,1.12,5
1008,Kepler-385 simulated 0,Kepler-385 simulated 221,3.5187388553189147,1.12,5
1009,Kepler-385 simulated 1,Kepler-385 simulated 221,3.420791387627984,1.12,5
1010,Kepler-196 simulated 222,Kepler-196 simulated 222,1.9,0.85,5
1011,Kepler-196 simulated 222,Kepler-196 simulated 222,2.24,0.85,5
1012,Kepler-196 simulated 222,Kepler-196 simulated 222,2.661,0.85,5
1013,Kepler-196 simulated 0,Kepler-196 simulated 222,1.2909542126363578,0.85,5
1014,Kepler-196 simulated 1,Kepler-196 simulated 222,0.8793094722614145,0.85,5
1015,K2-187 simulated 223,K2-187 simulated 223,1.2,0.97,5
1016,K2-187 simulated 223,K2-187 simulated 223,1.4,0.97,5
1017,K2-187 simulated 223,K2-187 simulated 223,2.4,0.97,5
1018,K2-187 simulated 223,K2-187 simulated 223,1.9,0.97,5
1019,K2-187 simulated 0,K2-187 simulated 223,1.5769656351227535,0.97,5
1020,Kepler-251 simulated 224,Kepler-251 simulated 224,1.33,0.95,5
1021,Kepler-251 simulated 224,Kepler-251 simulated 224,2.77,0.95,5
1022,Kepler-251 simulated 224,Kepler-251 simulated 224,2.77,0.95,5
1023,Kepler-251 simulated 224,Kepler-251 simulated 224,2.77,0.95,5
1024,Kepler-251 simulated 0,Kepler-251 simulated 224,3.1516121054004373,0.95,5
1025,Kepler-203 simulated 225,Kepler-203 simulated 225,2.57,1.0,5
1026,Kepler-203 simulated 225,Kepler-203 simulated 225,2.47,1.0,5
1027,Kepler-203 simulated 225,Kepler-203 simulated 225,1.44,1.0,5
1028,Kepler-203 simulated 0,Kepler-203 simulated 225,2.6671001186756227,1.0,5
1029,Kepler-203 simulated 1,Kepler-203 simulated 225,1.4045732621663292,1.0,5
1030,K2-285 simulated 226,K2-285 simulated 226,2.59,0.83,5
1031,K2-285 simulated 226,K2-285 simulated 226,3.53,0.83,5
1032,K2-285 simulated 226,K2-285 simulated 226,2.48,0.83,5
1033,K2-285 simulated 226,K2-285 simulated 226,1.95,0.83,5
1034,K2-285 simulated 0,K2-285 simulated 226,3.3709534980772147,0.83,5
1035,Kepler-245 simulated 227,Kepler-245 simulated 227,2.57,0.86,5
1036,Kepler-245 simulated 227,Kepler-245 simulated 227,2.18,0.86,5
1037,Kepler-245 simulated 227,Kepler-245 simulated 227,3.03,0.86,5
1038,Kepler-245 simulated 227,Kepler-245 simulated 227,1.75,0.86,5
1039,Kepler-245 simulated 0,Kepler-245 simulated 227,2.868929575899719,0.86,5
1040,Kepler-100 simulated 228,Kepler-100 simulated 228,1.32,1.08,5
1041,Kepler-100 simulated 228,Kepler-100 simulated 228,2.2,1.08,5
1042,Kepler-100 simulated 228,Kepler-100 simulated 228,1.61,1.08,5
1043,Kepler-100 simulated 0,Kepler-100 simulated 228,1.9326353652386181,1.08,5
1044,Kepler-100 simulated 1,Kepler-100 simulated 228,0.9094626273204249,1.08,5
1045,Kepler-1530 simulated 229,Kepler-1530 simulated 229,1.64,0.92,5
1046,Kepler-1530 simulated 229,Kepler-1530 simulated 229,1.65,0.92,5
1047,Kepler-1530 simulated 229,Kepler-1530 simulated 229,3.279,0.92,5
1048,Kepler-1530 simulated 0,Kepler-1530 simulated 229,3.4957425603987757,0.92,5
1049,Kepler-1530 simulated 1,Kepler-1530 simulated 229,3.9637245199307154,0.92,5
1050,Kepler-1542 simulated 230,Kepler-1542 simulated 230,0.76,0.94,5
1051,Kepler-1542 simulated 230,Kepler-1542 simulated 230,0.65,0.94,5
1052,Kepler-1542 simulated 230,Kepler-1542 simulated 230,0.87,0.94,5
1053,Kepler-1542 simulated 230,Kepler-1542 simulated 230,0.76,0.94,5
1054,Kepler-1542 simulated 0,Kepler-1542 simulated 230,0.6699985439131004,0.94,5
1055,Kepler-253 simulated 231,Kepler-253 simulated 231,1.63,0.85,5
1056,Kepler-253 simulated 231,Kepler-253 simulated 231,2.65,0.85,5
1057,Kepler-253 simulated 231,Kepler-253 simulated 231,3.17,0.85,5
1058,Kepler-253 simulated 0,Kepler-253 simulated 231,2.774389465471649,0.85,5
1059,Kepler-253 simulated 1,Kepler-253 simulated 231,4.0,0.85,5
1060,Kepler-81 simulated 232,Kepler-81 simulated 232,2.42,0.64,5
1061,Kepler-81 simulated 232,Kepler-81 simulated 232,2.37,0.64,5
1062,Kepler-81 simulated 232,Kepler-81 simulated 232,1.21,0.64,5
1063,Kepler-81 simulated 0,Kepler-81 simulated 232,1.2236637232608099,0.64,5
1064,Kepler-81 simulated 1,Kepler-81 simulated 232,0.7780360742905839,0.64,5
1065,Kepler-758 simulated 233,Kepler-758 simulated 233,2.48,1.16,5
1066,Kepler-758 simulated 233,Kepler-758 simulated 233,1.69,1.16,5
1067,Kepler-758 simulated 233,Kepler-758 simulated 233,2.12,1.16,5
1068,Kepler-758 simulated 233,Kepler-758 simulated 233,1.53,1.16,5
1069,Kepler-758 simulated 0,Kepler-758 simulated 233,4.0,1.16,5
1070,Kepler-219 simulated 234,Kepler-219 simulated 234,2.95,1.17,5
1071,Kepler-219 simulated 234,Kepler-219 simulated 234,3.58,1.17,5
1072,Kepler-219 simulated 234,Kepler-219 simulated 234,2.81,1.17,5
